PNA;NAZWA PLACÓWKI;MIEJSCOWOŒÆ;ULICA;NR;GMINA;POWIAT;WOJEWÓDZTWO
27-400;AP Ostrowiec Œwiêtokrzyski;Ostrowiec Œwiêtokrzyski;Rynek Denkowski;10;Ostrowiec Œwiêtokrzyski;ostrowiecki;œwiêtokrzyskie
27-400;AP Ostrowiec Œwiêtokrzyski;Ostrowiec Œwiêtokrzyski;Siennieñska;139;Ostrowiec Œwiêtokrzyski;ostrowiecki;œwiêtokrzyskie
27-400;AP Ostrowiec Œwiêtokrzyski;Ostrowiec Œwiêtokrzyski;Siennieñska;8;Ostrowiec Œwiêtokrzyski;ostrowiecki;œwiêtokrzyskie
27-403;AP Ostrowiec Œwiêtokrzyski;Ostrowiec Œwiêtokrzyski;¯abia;40;Ostrowiec Œwiêtokrzyski;ostrowiecki;œwiêtokrzyskie
27-400;UP Ostrowiec Œwiêtokrzyski 1;Ostrowiec Œwiêtokrzyski;Aleja 3 Maja;12;Ostrowiec Œwiêtokrzyski;ostrowiecki;œwiêtokrzyskie
27-423;FUP Ostrowiec Œwiêtokrzyski 1;Ba³tów;;32/2;Ba³tów;ostrowiecki;œwiêtokrzyskie
27-420;FUP Ostrowiec Œwiêtokrzyski 1;Bodzechów;Szkolna;7;Bodzechów;ostrowiecki;œwiêtokrzyskie
27-400;FUP Ostrowiec Œwiêtokrzyski 1;Ostrowiec Œwiêtokrzyski;11 Listopada;6;Ostrowiec Œwiêtokrzyski;ostrowiecki;œwiêtokrzyskie
27-401;FUP Ostrowiec Œwiêtokrzyski 1;Ostrowiec Œwiêtokrzyski;11 Listopada;20;Ostrowiec Œwiêtokrzyski;ostrowiecki;œwiêtokrzyskie
27-400;FUP Ostrowiec Œwiêtokrzyski 1;Ostrowiec Œwiêtokrzyski;Adama Mickiewicza;30;Ostrowiec Œwiêtokrzyski;ostrowiecki;œwiêtokrzyskie
27-404;FUP Ostrowiec Œwiêtokrzyski 1;Ostrowiec Œwiêtokrzyski;Polna;84;Ostrowiec Œwiêtokrzyski;ostrowiecki;œwiêtokrzyskie
27-400;FUP Ostrowiec Œwiêtokrzyski 1;Ostrowiec Œwiêtokrzyski;ks. Józefa Poniatowskiego;8;Ostrowiec Œwiêtokrzyski;ostrowiecki;œwiêtokrzyskie
27-402;FUP Ostrowiec Œwiêtokrzyski 1;Ostrowiec Œwiêtokrzyski;Henryka Sienkiewicza;82;Ostrowiec Œwiêtokrzyski;ostrowiecki;œwiêtokrzyskie
27-425;FUP Ostrowiec Œwiêtokrzyski 1;Waœniów;Ostrowiecka;7;Waœniów;ostrowiecki;œwiêtokrzyskie
27-405;UP Ostrowiec Œwiêtokrzyski 7;Ostrowiec Œwiêtokrzyski;os. S³oneczne;14;Ostrowiec Œwiêtokrzyski;ostrowiecki;œwiêtokrzyskie
27-406;UP Ostrowiec Œwiêtokrzyski 8;Ostrowiec Œwiêtokrzyski;os. Ogrody;28;Ostrowiec Œwiêtokrzyski;ostrowiecki;œwiêtokrzyskie
27-220;AP Ostro¿anka;Ostro¿anka;;52;Mirzec;starachowicki;œwiêtokrzyskie
14-103;AP Ostróda;Ostróda;Stefana Czarnieckiego;25;Ostróda;ostródzki;warmiñsko-mazurskie
14-100;UP Ostróda 1;Ostróda;Adama Mickiewicza;15;Ostróda;ostródzki;warmiñsko-mazurskie
14-105;FUP Ostróda 1;£ukta;Warmiñska;9;£ukta;ostródzki;warmiñsko-mazurskie
14-102;FUP Ostróda 1;Ostróda;Grunwaldzka;41;Ostróda;ostródzki;warmiñsko-mazurskie
14-100;FUP Ostróda 1;Ostróda;Stefana Jaracza;20;Ostróda;ostródzki;warmiñsko-mazurskie
14-100;FUP Ostróda 1;Ostróda;Seweryna Pieniê¿nego;47 B;Ostróda;ostródzki;warmiñsko-mazurskie
14-104;UP Ostróda 6;Ostróda;Jana III Sobieskiego;3 B/32;Ostróda;ostródzki;warmiñsko-mazurskie
21-110;UP Ostrów Lubelski;Ostrów Lubelski;Partyzantów;1 A;Ostrów Lubelski;lubartowski;lubelskie
21-109;FUP Ostrów Lubelski;Stary Uœcimów;;37;Uœcimów;lubartowski;lubelskie
07-301;AP Ostrów Mazowiecka;Ostrów Mazowiecka;Tamkowa;28;Ostrów Mazowiecka;ostrowski;mazowieckie
07-309;AP Ostrów Mazowiecka;Ostrów Mazowiecka;pl. Ludwika Waryñskiego;2C;Ostrów Mazowiecka;ostrowski;mazowieckie
07-300;UP Ostrów Mazowiecka 1;Ostrów Mazowiecka;Pocztowa;8;Ostrów Mazowiecka;ostrowski;mazowieckie
07-310;FUP Ostrów Mazowiecka 1;Ostrów Mazowiecka;gen. W³adys³awa Sikorskiego;131;Ostrów Mazowiecka;ostrowski;mazowieckie
63-400;AP Ostrów Wielkopolski;Ostrów Wielkopolski;Grabowska;87;Ostrów Wielkopolski;ostrowski;wielkopolskie
63-400;AP Ostrów Wielkopolski;Ostrów Wielkopolski;Krotoszyñska;143;Ostrów Wielkopolski;ostrowski;wielkopolskie
63-400;AP Ostrów Wielkopolski;Ostrów Wielkopolski;Orzechowa;4;Ostrów Wielkopolski;ostrowski;wielkopolskie
63-400;AP Ostrów Wielkopolski;Ostrów Wielkopolski;Macieja Rataja;21;Ostrów Wielkopolski;ostrowski;wielkopolskie
63-400;AP Ostrów Wielkopolski;Ostrów Wielkopolski;Targowa;1;Ostrów Wielkopolski;ostrowski;wielkopolskie
63-400;AP Ostrów Wielkopolski;Ostrów Wielkopolski;¯wirki;15D;Ostrów Wielkopolski;ostrowski;wielkopolskie
63-400;UP Ostrów Wielkopolski 1;Ostrów Wielkopolski;Kolejowa;22;Ostrów Wielkopolski;ostrowski;wielkopolskie
63-401;FUP Ostrów Wielkopolski 1;Ostrów Wielkopolski;Asnyka;2;Ostrów Wielkopolski;ostrowski;wielkopolskie
63-400;FUP Ostrów Wielkopolski 1;Ostrów Wielkopolski;Ch³opickiego;23;Ostrów Wielkopolski;ostrowski;wielkopolskie
63-400;FUP Ostrów Wielkopolski 1;Ostrów Wielkopolski;Konopnickiej;30A;Ostrów Wielkopolski;ostrowski;wielkopolskie
63-400;FUP Ostrów Wielkopolski 1;Ostrów Wielkopolski;Powstañców Wielkopolskich Al.;18;Ostrów Wielkopolski;ostrowski;wielkopolskie
63-410;UP Ostrów Wielkopolski 2;Ostrów Wielkopolski;Towarowa;3;Ostrów Wielkopolski;ostrowski;wielkopolskie
07-132;AP Ostrówek;Ostrówek;Œw. Jana Paw³a II;6A;£ochów;wêgrowski;mazowieckie
05-205;AP Ostrówek;Ostrówek;Kolejowa;133;Klembów;wo³omiñski;mazowieckie
21-102;UP Ostrówek k. Lubartowa;Ostrówek-Kolonia;;57;Ostrówek;lubartowski;lubelskie
63-501;AP Ostrzeszów;Ostrzeszów;Chmielna;4;Ostrzeszów;ostrzeszowski;wielkopolskie
63-500;AP Ostrzeszów;Ostrzeszów;Grunwaldzka;11C;Ostrzeszów;ostrzeszowski;wielkopolskie
63-500;AP Ostrzeszów;Ostrzeszów;Przemys³owa;15;Ostrzeszów;ostrzeszowski;wielkopolskie
63-500;UP Ostrzeszów 1;Ostrzeszów;Kolejowa;27;Ostrzeszów;ostrzeszowski;wielkopolskie
63-507;FUP Ostrzeszów 1;Kobyla Góra;Pocztowa;2;Kobyla Góra;ostrzeszowski;wielkopolskie
63-510;FUP Ostrzeszów 1;Mikstat;Koœciuszki;8;Mikstat;ostrzeszowski;wielkopolskie
63-500;FUP Ostrzeszów 1;Ostrzeszów;os. Osiedle Zamkowe;15;Ostrzeszów;ostrzeszowski;wielkopolskie
63-505;FUP Ostrzeszów 1;Stara KuŸnica;;3;Doruchów;ostrzeszowski;wielkopolskie
69-220;UP Oœno Lubuskie;Oœno Lubuskie;11 Listopada;2;Oœno Lubuskie;s³ubicki;lubuskie
32-600;UP Oœwiêcim;Oœwiêcim;W³adys³awa Jagie³³y;14;Oœwiêcim;oœwiêcimski;ma³opolskie
32-600;FUP Oœwiêcim;Grojec;G³ówna;1;Oœwiêcim;oœwiêcimski;ma³opolskie
32-608;FUP Oœwiêcim;Osiek;G³ówna;125;Osiek;oœwiêcimski;ma³opolskie
32-600;FUP Oœwiêcim;Oœwiêcim;Gen. Jaros³awa D¹browskiego;139;Oœwiêcim;oœwiêcimski;ma³opolskie
32-601;FUP Oœwiêcim;skrytki/przegródki;;;Oœwiêcim;oœwiêcimski;ma³opolskie
32-600;FUP Oœwiêcim;Oœwiêcim;Jana Kiliñskiego;4;Oœwiêcim;oœwiêcimski;ma³opolskie
32-606;FUP Oœwiêcim;skrytki/przegródki;;;Oœwiêcim;oœwiêcimski;ma³opolskie
32-602;FUP Oœwiêcim;Oœwiêcim;Karola Olszewskiego;12;Oœwiêcim;oœwiêcimski;ma³opolskie
32-600;FUP Oœwiêcim;Oœwiêcim;Powstañców Œl¹skich;22;Oœwiêcim;oœwiêcimski;ma³opolskie
32-610;FUP Oœwiêcim;skrytki/przegródki;;;Oœwiêcim;oœwiêcimski;ma³opolskie
32-600;FUP Oœwiêcim;Oœwiêcim;WiêŸniów Oœwiêcimia;20;Oœwiêcim;oœwiêcimski;ma³opolskie
32-603;FUP Oœwiêcim;skrytki/przegródki;;;Oœwiêcim;oœwiêcimski;ma³opolskie
32-607;FUP Oœwiêcim;Polanka Wielka;D³uga;61;Polanka Wielka;oœwiêcimski;ma³opolskie
32-641;FUP Oœwiêcim;Przeciszów;D³uga;6;Przeciszów;oœwiêcimski;ma³opolskie
32-643;FUP Oœwiêcim;W³osienica;Józefa Suskiego;31;Oœwiêcim;oœwiêcimski;ma³opolskie
32-604;AP Oœwiêcim;Oœwiêcim;Zaborska;5/1;Oœwiêcim;oœwiêcimski;ma³opolskie
48-385;UP Otmuchów;Otmuchów;Krakowska;6;Otmuchów;nyski;opolskie
48-388;FUP Otmuchów;Kamiennik;S³oneczna;7;Kamiennik;nyski;opolskie
05-805;AP Otrêbusy;Otrêbusy;Wiejska;1;Brwinów;pruszkowski;mazowieckie
05-404;AP Otwock;Otwock;Wawerska;22A;Otwock;otwocki;mazowieckie
05-400;UP Otwock 1;Otwock;Armii Krajowej;1;Otwock;otwocki;mazowieckie
05-430;FUP Otwock 1;Celestynów;Regucka;3 A;Celestynów;otwocki;mazowieckie
05-480;FUP Otwock 1;Karczew;Koœcielna;57;Karczew;otwocki;mazowieckie
05-400;FUP Otwock 1;Otwock;Karczewska;47;Otwock;otwocki;mazowieckie
05-401;FUP Otwock 1;Otwock (£ugi);Lecha;1;Otwock;otwocki;mazowieckie
05-402;FUP Otwock 1;Otwock (Œwider);Jasna;3;Otwock;otwocki;mazowieckie
62-009;AP Owiñska;Owiñska;Bydgoska;14;Czerwonak;poznañski;wielkopolskie
46-040;UP Ozimek;Ozimek;Powstañców Œl¹skich;3;Ozimek;opolski;opolskie
46-048;FUP Ozimek;Zêbowice;Izydora Murka;2;Zêbowice;oleski;opolskie
95-038;AP Ozorków;Ozorków;£êczycka;21;Ozorków;zgierski;³ódzkie
95-034;AP Ozorków;Ozorków;Zachodnia;16;Ozorków;zgierski;³ódzkie
95-035;UP Ozorków 1;Ozorków;kard. Stefana Wyszyñskiego;12;Ozorków;zgierski;³ódzkie
95-036;FUP Ozorków 1;Ozorków;Konstytucji 3 Maja;19 A;Ozorków;zgierski;³ódzkie
95-045;FUP Ozorków 1;Parzêczew;pl. Tadeusza Koœciuszki;23;Parzêczew;zgierski;³ódzkie
27-530;UP O¿arów k. Opatowa Kieleckiego;O¿arów;Stodolna;5F;O¿arów;opatowski;œwiêtokrzyskie
27-515;FUP O¿arów k. Opatowa Kieleckiego;Tar³ów;Rynek;2;Tar³ów;opatowski;œwiêtokrzyskie
27-532;FUP O¿arów k. Opatowa Kieleckiego;Wojciechowice;;36;Wojciechowice;opatowski;œwiêtokrzyskie
05-850;UP O¿arów Mazowiecki;O¿arów Mazowiecki;Kolejowa;6;O¿arów Mazowiecki;warszawski zachodni;mazowieckie
05-850;FUP O¿arów Mazowiecki;O¿arów Mazowiecki;Poznañska;129/133;O¿arów Mazowiecki;warszawski zachodni;mazowieckie
05-860;FUP O¿arów Mazowiecki;P³ochocin;Lipowa;1;O¿arów Mazowiecki;warszawski zachodni;mazowieckie
05-083;FUP O¿arów Mazowiecki;Zaborów;Ogrodowa;2;Leszno;warszawski zachodni;mazowieckie
95-207;AP Pabianice;Pabianice;Gabriela Narutowicza;4;Pabianice;pabianicki;³ódzkie
95-203;AP Pabianice;Pabianice;Smugowa;27;Pabianice;pabianicki;³ódzkie
95-200;UP Pabianice 1;Pabianice;gen. Kazimierza Pu³askiego;11A;Pabianice;pabianicki;³ódzkie
95-081;FUP Pabianice 1;D³utów;Pabianicka;6;D³utów;pabianicki;³ódzkie
95-082;FUP Pabianice 1;Dobroñ;Sportowa;1;Dobroñ;pabianicki;³ódzkie
95-054;FUP Pabianice 1;Ksawerów;Pocztowa;1;Ksawerów;pabianicki;³ódzkie
95-204;FUP Pabianice 1;Pabianice;£aska;62/64;Pabianice;pabianicki;³ódzkie
95-205;FUP Pabianice 1;Pabianice;Nawrockiego;28;Pabianice;pabianicki;³ódzkie
95-201;UP Pabianice 3;Pabianice;Zamkowa;42;Pabianice;pabianicki;³ódzkie
28-133;UP Pacanów;Pacanów;Rynek;11;Pacanów;buski;œwiêtokrzyskie
09-541;UP Pacyna;Pacyna;£ukasiewicza;4;Pacyna;gostyniñski;mazowieckie
62-025;AP Paczkowo;Paczkowo;Szkolna;2;Swarzêdz;poznañski;wielkopolskie
48-370;UP Paczków;Paczków;Pocztowa;10;Paczków;nyski;opolskie
48-371;AP Paczków;Paczków;rynek Rynek;27/28;Paczków;nyski;opolskie
44-120;AP Paczyna;Paczyna;Wiejska;61A;Toszek;gliwicki;œl¹skie
39-340;UP Padew Narodowa;Padew Narodowa;Rynek;15;Padew Narodowa;mielecki;podkarpackie
98-330;UP Pajêczno;Pajêczno;1 Maja;9;Pajêczno;pajêczañski;³ódzkie
38-507;AP Pakoszówka;Pakoszówka;;bn;Sanok;sanocki;podkarpackie
88-170;UP Pakoœæ;Pakoœæ;Dworcowa;32;Pakoœæ;inowroc³awski;kujawsko-pomorskie
32-842;AP Paleœnica;Paleœnica;;20;Zakliczyn;tarnowski;ma³opolskie
32-109;UP Pa³ecznica;Pa³ecznica;œw. Jakuba;11;Pa³ecznica;proszowicki;ma³opolskie
44-177;UP Paniówki;Paniówki;Powstañców Œl¹skich;1;Giera³towice;gliwicki;œl¹skie
44-177;FUP Paniówki;Giera³towice;Ksiêdza Roboty;48;Giera³towice;gliwicki;œl¹skie
44-177;FUP Paniówki;Przyszowice;Powstañców Œl¹skich;33;Giera³towice;gliwicki;œl¹skie
42-140;UP Panki;Panki;Powstañców Œl¹skich;6;Panki;k³obucki;œl¹skie
42-141;FUP Panki;Przystajñ;Czêstochowska;5;Przystajñ;k³obucki;œl¹skie
88-110;AP Parchanie;Parchanie;;8A;D¹browa Biskupia;inowroc³awski;kujawsko-pomorskie
59-140;AP Parchów;Parchów;;80 B;Chocianów;polkowicki;dolnoœl¹skie
06-323;AP Parciaki;Parciaki;;99;Jednoro¿ec;przasnyski;mazowieckie
21-200;UP Parczew;Parczew;Koœcielna;7;Parczew;parczewski;lubelskie
21-211;FUP Parczew;Dêbowa K³oda;;116 A/1;Dêbowa K³oda;parczewski;lubelskie
21-205;FUP Parczew;Jab³oñ;Augusta Zamoyskiego;17;Jab³oñ;parczewski;lubelskie
21-210;FUP Parczew;Milanów;Koœcielna;11;Milanów;parczewski;lubelskie
21-222;FUP Parczew;Podedwórze;;44;Podedwórze;parczewski;lubelskie
21-230;FUP Parczew;Sosnowica;Wojska Polskiego;39;Sosnowica;parczewski;lubelskie
21-200;AP Parczew;Parczew;Kolejowa;1;Parczew;parczewski;lubelskie
64-610;AP Parkowo;Parkowo;;114;RogoŸno;obornicki;wielkopolskie
59-724;AP Parowa;Parowa;;40;Osiecznica;boles³awiecki;dolnoœl¹skie
78-405;AP Parsêcko;Parsêcko;;39A;Szczecinek;szczecinecki;zachodniopomorskie
59-331;AP Parszowice;Parszowice;;b/n;Œcinawa;lubiñski;dolnoœl¹skie
14-401;AP Pas³êk;Pas³êk;Sprzymierzonych;24 A;Pas³êk;elbl¹ski;warmiñsko-mazurskie
14-400;UP Pas³êk 1;Pas³êk;W³adys³awa Jagie³³y;13;Pas³êk;elbl¹ski;warmiñsko-mazurskie
14-407;FUP Pas³êk 1;Godkowo;;18;Godkowo;elbl¹ski;warmiñsko-mazurskie
14-400;FUP Pas³êk 1;Pas³êk;Ogrodowa;13 A;Pas³êk;elbl¹ski;warmiñsko-mazurskie
14-411;FUP Pas³êk 1;Rychliki;;38;Rychliki;elbl¹ski;warmiñsko-mazurskie
58-115;AP Pastuchów;Pastuchów;Wyzwolenia;9;Jaworzyna Œl¹ska;œwidnicki;dolnoœl¹skie
12-130;UP Pasym;Pasym;Pocztowa;1;Pasym;szczycieñski;warmiñsko-mazurskie
17-121;AP Patoki;Patoki;;35;Brañsk;bielski;podlaskie
43-250;UP Paw³owice;Paw³owice;Zjednoczenia;64;Paw³owice;pszczyñski;œl¹skie
43-250;FUP Paw³owice;Paw³owice;Górnicza;14;Paw³owice;pszczyñski;œl¹skie
43-251;FUP Paw³owice;skrytki/przegródki;;;Paw³owice;pszczyñski;œl¹skie
64-122;AP Paw³owice;Paw³owice;Miel¿yñskich;4;Krzemieniewo;leszczyñski;wielkopolskie
27-330;AP Paw³owice;Paw³owice;;78;Solec nad Wis³¹;lipski;mazowieckie
27-225;UP Paw³ów;Paw³ów;;57;Paw³ów;starachowicki;œwiêtokrzyskie
22-170;AP Paw³ów;Paw³ów;Koœcielna;7;Rejowiec Fabryczny;che³mski;lubelskie
83-220;AP P¹czewo;P¹czewo;;12;Skórcz;starogardzki;pomorskie
32-432;UP Pcim;Pcim;;1195;Pcim;myœlenicki;ma³opolskie
62-053;AP Pecna;Pecna;Szkolna;8;Mosina;poznañski;wielkopolskie
83-130;UP Pelplin;Pelplin;Mickiewicza;30;Pelplin;tczewski;pomorskie
83-132;FUP Pelplin;Morzeszczyn;Dworcowa;2;Morzeszczyn;tczewski;pomorskie
63-642;UP Perzów;Perzów;;34;Perzów;kêpiñski;wielkopolskie
26-307;AP Petrykozy;Petrykozy;;72;Bia³aczów;opoczyñski;³ódzkie
05-500;UP Piaseczno k. Warszawy 1;Piaseczno;Koœciuszki;43;Piaseczno;piaseczyñski;mazowieckie
05-503;FUP Piaseczno k. Warszawy 1;G³osków;Po³udniowa;13;Piaseczno;piaseczyñski;mazowieckie
05-516;FUP Piaseczno k. Warszawy 1;Julianów;Julianowska;90F;Piaseczno;piaseczyñski;mazowieckie
05-502;FUP Piaseczno k. Warszawy 1;Piaseczno;G³ówna;12;Piaseczno;piaseczyñski;mazowieckie
05-512;FUP Piaseczno k. Warszawy 1;Piaseczno;Kazimierza Jarz¹bka;22;Piaseczno;piaseczyñski;mazowieckie
05-511;FUP Piaseczno k. Warszawy 1;Piaseczno;Koœciuszki;5;Piaseczno;piaseczyñski;mazowieckie
05-508;FUP Piaseczno k. Warszawy 1;Piaseczno;Szkolna;16;Piaseczno;piaseczyñski;mazowieckie
05-501;FUP Piaseczno k. Warszawy 1;Piaseczno (Zalesie Dolne);Orzechowa;16a;Piaseczno;piaseczyñski;mazowieckie
05-540;FUP Piaseczno k. Warszawy 1;Zalesie Górne;Wiekowej Sosny;60;Piaseczno;piaseczyñski;mazowieckie
05-504;FUP Piaseczno k. Warszawy 1;Z³otok³os;Dworcowa;1;Piaseczno;piaseczyñski;mazowieckie
05-509;UP Piaseczno k. Warszawy 6;Piaseczno;Rubinowa;55 A;Piaseczno;piaseczyñski;mazowieckie
21-050;UP Piaski;Piaski;Lubelska;80;Piaski;œwidnicki;lubelskie
05-818;AP Piastów;Piastów;Aleja Wojska Polskiego;14;Piastów;pruszkowski;mazowieckie
05-819;AP Piastów;Piastów;Dworcowa;1;Piastów;pruszkowski;mazowieckie
05-820;UP Piastów 1;Piastów;11 Listopada;3;Piastów;pruszkowski;mazowieckie
05-816;FUP Piastów 1;Micha³owice;Raszyñska;34;Micha³owice;pruszkowski;mazowieckie
05-819;FUP Piastów 1;Piastów;Micha³a Kleofasa Ogiñskiego;18;Piastów;pruszkowski;mazowieckie
05-817;FUP Piastów 1;Regu³y;Powstañców Warszawy;1;Micha³owice;pruszkowski;mazowieckie
77-207;AP Piaszczyna;Piaszczyna;;46;Miastko;bytowski;pomorskie
83-261;AP Piece;Piece;6 Marca;35;Kaliska;starogardzki;pomorskie
58-574;AP Piechowice;Piechowice;Sudecka;10a;Piechowice;karkonoski;dolnoœl¹skie
41-940;AP Piekary Œl¹skie;Piekary Œl¹skie;Józefa Bema;15;Piekary Œl¹skie;Piekary Œl¹skie;œl¹skie
41-940;AP Piekary Œl¹skie;Piekary Œl¹skie;Jana Sobieskiego;26;Piekary Œl¹skie;Piekary Œl¹skie;œl¹skie
41-950;AP Piekary Œl¹skie;Piekary Œl¹skie;Gen. Leopolda Okulickiego;1;Piekary Œl¹skie;Piekary Œl¹skie;œl¹skie
41-941;AP Piekary Œl¹skie;Piekary Œl¹skie;Prymasa Stefana Wyszyñskiego;37;Piekary Œl¹skie;Piekary Œl¹skie;œl¹skie
41-940;UP Piekary Œl¹skie 1;Piekary Œl¹skie;Bytomska;90;Piekary Œl¹skie;Piekary Œl¹skie;œl¹skie
41-940;FUP Piekary Œl¹skie 1;Piekary Œl¹skie;Biskupa Herberta Bednorza;32;Piekary Œl¹skie;Piekary Œl¹skie;œl¹skie
41-946;FUP Piekary Œl¹skie 1;skrytki/przegródki;;;Piekary Œl¹skie;Piekary Œl¹skie;œl¹skie
41-949;FUP Piekary Œl¹skie 1;Piekary Œl¹skie;Marii Curie-Sk³odowskiej;79;Piekary Œl¹skie;Piekary Œl¹skie;œl¹skie
41-943;FUP Piekary Œl¹skie 1;Piekary Œl¹skie;Jana Paw³a II;65;Piekary Œl¹skie;Piekary Œl¹skie;œl¹skie
41-940;FUP Piekary Œl¹skie 1;Piekary Œl¹skie;Osiedle Andaluzja;9;Piekary Œl¹skie;Piekary Œl¹skie;œl¹skie
41-947;FUP Piekary Œl¹skie 1;skrytki/przegródki;;;Piekary Œl¹skie;Piekary Œl¹skie;œl¹skie
41-940;FUP Piekary Œl¹skie 1;Piekary Œl¹skie;PrzyjaŸni;67;Piekary Œl¹skie;Piekary Œl¹skie;œl¹skie
41-948;FUP Piekary Œl¹skie 1;skrytki/przegródki;;;Piekary Œl¹skie;Piekary Œl¹skie;œl¹skie
41-944;FUP Piekary Œl¹skie 1;Piekary Œl¹skie;Œl¹ska;5;Piekary Œl¹skie;Piekary Œl¹skie;œl¹skie
41-940;FUP Piekary Œl¹skie 1;Piekary Œl¹skie;Tarnogórska;61;Piekary Œl¹skie;Piekary Œl¹skie;œl¹skie
41-945;FUP Piekary Œl¹skie 1;skrytki/przegródki;;;Piekary Œl¹skie;Piekary Œl¹skie;œl¹skie
82-400;AP Piek³o;Piek³o;;21;Sztum;sztumski;pomorskie
26-065;UP Piekoszów;Piekoszów;Czêstochowska;58;Piekoszów;kielecki;œwiêtokrzyskie
14-520;UP Pieniê¿no;Pieniê¿no;1 Maja;13;Pieniê¿no;braniewski;warmiñsko-mazurskie
14-520;FUP Pieniê¿no;Lelkowo;;23;Lelkowo;braniewski;warmiñsko-mazurskie
14-526;FUP Pieniê¿no;P³oskinia;;2/5;P³oskinia;braniewski;warmiñsko-mazurskie
59-930;UP Pieñsk;Pieñsk;Hutnicza;14;Pieñsk;zgorzelecki;dolnoœl¹skie
59-950;FUP Pieñsk;Ruszów;Plater;3;Wêgliniec;zgorzelecki;dolnoœl¹skie
59-940;FUP Pieñsk;Wêgliniec;Kochanowskiego;4;Wêgliniec;zgorzelecki;dolnoœl¹skie
26-015;UP Pierzchnica;Pierzchnica;Urzêdnicza;6;Pierzchnica;kielecki;œwiêtokrzyskie
11-220;AP Pieszkowo;Pieszkowo;;27;Górowo I³aweckie;bartoszycki;warmiñsko-mazurskie
58-250;UP Pieszyce;Pieszyce;Miko³aja Kopernika;2;Pieszyce;dzier¿oniowski;dolnoœl¹skie
63-040;AP Piêczkowo;Piêczkowo;Powstañców Wielkopolskich;45;Krzykosy;œredzki;wielkopolskie
08-440;UP Pilawa;Pilawa;al. Wyzwolenia;81;Pilawa;garwoliñski;mazowieckie
08-439;FUP Pilawa;Osieck;Rynek;6;Osieck;otwocki;mazowieckie
44-145;UP Pilchowice k. Gliwic;Pilchowice;Dworcowa;8;Pilchowice;gliwicki;œl¹skie
42-436;UP Pilica;Pilica;¯arnowiecka;46 B;Pilica;zawierciañski;œl¹skie
48-130;AP Pilszcz;Pilszcz;Pszenna;6;Kietrz;g³ubczycki;opolskie
39-220;UP Pilzno;Pilzno;Legionów;13;Pilzno;dêbicki;podkarpackie
64-934;AP Pi³a;Pi³a;Marii Konopnickiej;10A;Pi³a;pilski;wielkopolskie
64-920;UP Pi³a 1;Pi³a;aleja Wojska Polskiego;36;Pi³a;pilski;wielkopolskie
64-920;FUP Pi³a 1;Pi³a;aleja Powstañców Wielkopolskich;162;Pi³a;pilski;wielkopolskie
64-920;FUP Pi³a 1;Pi³a;aleja Poznañska;28;Pi³a;pilski;wielkopolskie
64-920;FUP Pi³a 1;Pi³a;Kazimierza Wielkiego;15 C;Pi³a;pilski;wielkopolskie
64-920;FUP Pi³a 1;Pi³a;1 Maja;5;Pi³a;pilski;wielkopolskie
64-920;FUP Pi³a 1;Pi³a;Medyczna;20;Pi³a;pilski;wielkopolskie
64-920;FUP Pi³a 1;Pi³a;Osiedlowa;29;Pi³a;pilski;wielkopolskie
64-920;FUP Pi³a 1;Pi³a;Wyspiañskiego;33-35;Pi³a;pilski;wielkopolskie
64-900;UP Pi³a 2;Pi³a;aleja Powstañców Wielkopolskich;176;Pi³a;pilski;wielkopolskie
64-810;FUP Pi³a 2;Kaczory;Dworcowa;22;Kaczory;pilski;wielkopolskie
64-850;FUP Pi³a 2;Ujœcie;Plac Wiosny Ludów;7;Ujœcie;pilski;wielkopolskie
64-970;UP Pi³a 4;Pi³a;Roosevelta;53;Pi³a;pilski;wielkopolskie
64-931;FUP Pi³a 4;Pi³a;Bydgoska;135;Pi³a;pilski;wielkopolskie
64-900;PP Pi³a P703;Pi³a;aleja Powstañców Wielkopolskich;176;Pi³a;pilski;wielkopolskie
58-240;UP Pi³awa Górna;Pi³awa Górna;Piastowska;53;Pi³awa Górna;dzier¿oniowski;dolnoœl¹skie
64-733;AP Pi³ka;Pi³ka;;45;Drawsko;czarnkowsko-trzcianecki;wielkopolskie
83-210;AP Pinczyn;Pinczyn;Rzemieœlnicza;1;Zblewo;starogardzki;pomorskie
28-400;UP Piñczów;Piñczów;Batalionów Ch³opskich;14;Piñczów;piñczowski;œwiêtokrzyskie
28-440;FUP Piñczów;Dzia³oszyce;Koœciuszki;1;Dzia³oszyce;piñczowski;œwiêtokrzyskie
28-404;FUP Piñczów;Kije;Szkolna;19;Kije;piñczowski;œwiêtokrzyskie
28-411;FUP Piñczów;Micha³ów;;115;Micha³ów;piñczowski;œwiêtokrzyskie
28-425;FUP Piñczów;Z³ota;Sienkiewicza;68;Z³ota;piñczowski;œwiêtokrzyskie
28-400;AP Piñczów;Piñczów;Legionistów;8;Piñczów;piñczowski;œwiêtokrzyskie
26-670;AP Pionki;Pionki;Bohaterów Studzianek;22;Pionki;radomski;mazowieckie
26-670;UP Pionki 1;Pionki;Konstytucji 3 Maja Pl.;7;Pionki;radomski;mazowieckie
26-675;FUP Pionki 1;Pionki;Aleje Lipowe;14;Pionki;radomski;mazowieckie
26-020;AP Piotrkowice k. Buska-Zdroju;Piotrkowice;Kielecka;3;Chmielnik;kielecki;œwiêtokrzyskie
